Hospital Id,Hospital Name,State,District,Hospital Contact,Current Specialities,Hospital Type,Empanelment Type,OnBoarded For Convergence Scheme
HOSP7P211137,SAYAL DIAGNOSTICS ,NCT OF Delhi,SOUTH WEST DELHI,9826407878,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211139,LUMINOUS DENTAL CARE & IMPLANT CENTRE,NCT OF Delhi,NORTH WEST DELHI,9310323260,OC,,Only CGHS,No
HOSP7P211156,Dr. Gunjans Dental Clinic,NCT OF Delhi,EAST DELHI,9999634377,SM,,Only CGHS,No
HOSP7P211163,DENTAL PLEXUS,NCT OF Delhi,NORTH DELHI,9582986356,SM,Private(For Profit),Only CGHS,No
HOSP7P211168,Tarasha Dental Clinic,NCT OF Delhi,SOUTH DELHI,8527045924,SM,,Only CGHS,No
HOSP7P211173,St. Stephens Hospital,NCT OF Delhi,CENTRAL DELHI,7292000015,"CP, MC, MG, MN, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV",Private(Not For Profit),Only CGHS,No
HOSP7P211181,The Dental Healers,NCT OF Delhi,SOUTH DELHI,7011306627,SM,,Only CGHS,No
HOSP7P211182,Prakash Dental Care and Implant Centre  ,NCT OF Delhi,SOUTH DELHI,9971469151,SM,,Only CGHS,No
HOSP7P211191,dr archi advanced dental care,NCT OF Delhi,NORTH WEST DELHI,9873175757,SM,,Only CGHS,No
HOSP7P211207,ADVIK DIAGNOSTICS A UNIT OF ADVIK HEALTHCARE,NCT OF Delhi,NORTH WEST DELHI,9466630000,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211211,USHA MEMORIAL DENTAL CLINIC AND IMPLANT CENTRE,NCT OF Delhi,EAST DELHI,9560911175,SM,Private(For Profit),Only CGHS,No
HOSP7P211212,DR POPLIS DENTAL & MEDICAL CARE CENTRE,NCT OF Delhi,EAST DELHI,9871492999,OC,Private(For Profit),Only CGHS,No
HOSP7P211214,TRILOK DENTAL CARE,NCT OF Delhi,EAST DELHI,8588825022,SM,Private(For Profit),Only CGHS,No
HOSP7P211215,khatri dental clinic,NCT OF Delhi,WEST DELHI,7906764893,SM,Private(For Profit),Only CGHS,No
HOSP7P211216,SANJEEVANI DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,8630636210,SM,Private(For Profit),Only CGHS,No
HOSP7P211219,DC PATHLAB AND IMAGING CENTRE PVT LTD,NCT OF Delhi,WEST DELHI,9810277626,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211229,Dr. Tushir Multispecialty Clinic,NCT OF Delhi,WEST DELHI,9811728864,SM,,Only CGHS,No
HOSP7P211235,Santom Hospital,NCT OF Delhi,NORTH WEST DELHI,9891487673,"BM, CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SU",Private(For Profit),Only CGHS,No
HOSP7P211255,Ishan Eye Centre,NCT OF Delhi,NORTH WEST DELHI,9810634923,SE,Private(For Profit),Only CGHS,No
HOSP7P211256,Fortino Dental  A unit of Fortino healthcare Pvt ltdvt Ltd,NCT OF Delhi,SOUTH DELHI,7900990039,OC,,Only CGHS,No
HOSP7P211262,Pooja multispeciality dental clinic ,NCT OF Delhi,WEST DELHI,9711715366,SM,,Only CGHS,No
HOSP7P211277,DENTAL HEALTH CLINIC,NCT OF Delhi,SOUTH WEST DELHI,9899604810,SM,,Only CGHS,No
HOSP7P211305,NULIFE HOSPITAL A UNIT OF BHARAT HEALTH AND WELLNESS PRIVATE LIMITED,NCT OF Delhi,SOUTH EAST DELHI,9811818199,"BM, CP, MC, MG, MO, MP, MR, OC, SB, SE, SG, SL, SM, SN, SO, SP, SU, SV",Private(For Profit),Only CGHS,No
HOSP7P211348,urban dental,NCT OF Delhi,SHAHDARA,8810454182,SM,Private(For Profit),Only CGHS,No
HOSP7P211370,dr dentiste dental clinic ,NCT OF Delhi,NORTH WEST DELHI,7838533502,SM,,Only CGHS,No
HOSP7P211385,DENTAL PLUS,NCT OF Delhi,NORTH DELHI,9560318235,SM,,Only CGHS,No
HOSP7P211404,DENTAL MAESTRO 1,NCT OF Delhi,EAST DELHI,9013024152,CP,Private(For Profit),Only CGHS,No
HOSP7P211405,SHRI RAM EYE CENTER,NCT OF Delhi,SOUTH WEST DELHI,8130683682,CP,Private(For Profit),Only CGHS,No
HOSP7P211407,SEEMA EYE CENTER,NCT OF Delhi,SHAHDARA,9891050411,OC,Private(For Profit),Only CGHS,No
HOSP7P211408,INDER VISION CARE CENTRE,NCT OF Delhi,WEST DELHI,9289691450,OC,Private(For Profit),Only CGHS,No
HOSP7P211409,Dental Solution,NCT OF Delhi,NORTH WEST DELHI,9818057152,SM,Private(For Profit),Only CGHS,No
HOSP7P211461,City Imaging and Clinical Labs LLP,NCT OF Delhi,SOUTH WEST DELHI,8800999404,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211465,NU DENTAL MAESTRO,NCT OF Delhi,SOUTH DELHI,8750641144,SM,Private(For Profit),Only CGHS,No
HOSP7P211466,City dental and orthodontic clinic ,NCT OF Delhi,SOUTH WEST DELHI,9312878960,SM,Private(For Profit),Only CGHS,No
HOSP7P211467,DR GUPTA MULTISPECIALITY DENTAL CLINIC,NCT OF Delhi,WEST DELHI,9971004370,SM,Private(For Profit),Only CGHS,Yes
HOSP7P211492,Health Care Professionals,NCT OF Delhi,NEW DELHI,9015703475,SM,,Only CGHS,No
HOSP7P211495,AARNA EYE CARE CENTRE,NCT OF Delhi,WEST DELHI,8178016135,SE,Private(For Profit),Only CGHS,No
HOSP7P211497,DR KUKREJA S SUPER SPECIALITY DENTAL AND IMPLANT CENTRE,NCT OF Delhi,WEST DELHI,9911332060,SM,,Only CGHS,No
HOSP7P211498,SANJEEVANI DENTAL CLINIC,NCT OF Delhi,NEW DELHI,8860515339,SM,,Only CGHS,Yes
HOSP7P211500,CARE WELL DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,9810677968,SM,Private(For Profit),Only CGHS,No
HOSP7P211501,Rao Dental Hospital and Orthodontic Centre,NCT OF Delhi,WEST DELHI,9968318010,"OC, SM",,Only CGHS,No
HOSP7P211511,NAVNEESH DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,9810560566,SM,,Only CGHS,No
HOSP7P211513,SMILE BRIGHT MULTISPECIALITY DENTAL CLINIC,NCT OF Delhi,EAST DELHI,9958908862,"CP, OC",,Only CGHS,No
HOSP7P211515,SANJEEVANI DWARKA PATH LABS,NCT OF Delhi,NEW DELHI,9990240267,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211524,VUE EYE CARE CENTRE,NCT OF Delhi,NORTH WEST DELHI,9910732384,SE,Private(For Profit),Only CGHS,No
HOSP7P211531,SHIVAM BEST DENTAL & MAXILLOFACIAL CENTRE,NCT OF Delhi,NORTH EAST DELHI,8527080186,SM,,Only CGHS,No
HOSP7P211537,nayan the modern eye care centre ,NCT OF Delhi,NORTH WEST DELHI,8383938379,SE,Private(For Profit),Only CGHS,No
HOSP7P211551,METIS HEALTHCARE,NCT OF Delhi,NORTH WEST DELHI,8130858869,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211560,DR AJAY S DENTAL & NUTRITION CLINIC,NCT OF Delhi,NORTH WEST DELHI,9810458768,SM,,Only CGHS,No
HOSP7P211568,Sarvodaya Medicentre,NCT OF Delhi,NEW DELHI,8588884462,OC,Private(For Profit),Only CGHS,No
HOSP7P211580,SWASTIK DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,8587039389,SM,Private(For Profit),Only CGHS,No
HOSP7P211585,TRUHEAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,9805474466,SM,,Only CGHS,No
HOSP7P211590,implant and surgery centre,NCT OF Delhi,WEST DELHI,9810341009,SM,,Only CGHS,Yes
HOSP7P211596,SMILE CARE DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9818868416,SM,,Only CGHS,No
HOSP7P211603,USD MULTISPECIALTY DENTAL CLINIC,NCT OF Delhi,WEST DELHI,7836002828,SM,Private(For Profit),Only CGHS,No
HOSP7P211612,FOCUS DENTAL MULTI SPECIALITY DENTAL CENTRE,NCT OF Delhi,SOUTH WEST DELHI,9810588121,"CP, OC, SM",Private(For Profit),Only CGHS,No
HOSP7P211613,Crown & Roots,NCT OF Delhi,SOUTH EAST DELHI,8860842001,"OC, SM",,Only CGHS,No
HOSP7P211631,OMLESH S DENTCITY,NCT OF Delhi,NORTH WEST DELHI,9717517945,SM,,Only CGHS,No
HOSP7P211632,NORTH DELHI DIAGNOSTIC & DENTAL CARE CENTRE,NCT OF Delhi,NORTH WEST DELHI,9313773808,OC,,Only CGHS,No
HOSP7P211644,BRACES & CROWNS,NCT OF Delhi,WEST DELHI,7011789132,"OC, SM",Private(For Profit),Only CGHS,No
HOSP7P211647,SKY DIAGNOSTIC PVT LTD,NCT OF Delhi,SOUTH WEST DELHI,8287187685,CP,Private(For Profit),Only CGHS,No
HOSP7P211679,STAR IMAGING AND PATH LAB LTD,NCT OF Delhi,WEST DELHI,9990019177,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211690,DR JAINS ADVANCED DENTAL CARE,NCT OF Delhi,NORTH WEST DELHI,9899768811,SM,,Only CGHS,No
HOSP7P211696,VISITECH EYE CENTRE A UNIT OF JASOLA HEALTHCARE LLP,NCT OF Delhi,SOUTH DELHI,9810198857,SE,Private(For Profit),Only CGHS,No
HOSP7P211714,AVI DENTAL AND MULTISPECIALITY CLINIC,NCT OF Delhi,EAST DELHI,9899456720,SM,,Only CGHS,No
HOSP7P211725,A K DENTAL SUPERSPECIALITY CLINIC,NCT OF Delhi,SOUTH WEST DELHI,8586860199,OC,,Only CGHS,No
HOSP7P211742,RADIANCE DIAGNOSTIC CENTRE,NCT OF Delhi,CENTRAL DELHI,9999572788,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211746,IMAX Denatl Multispeciality Clinic,NCT OF Delhi,SOUTH DELHI,9717895965,"CP, OC, SM",,Only CGHS,No
HOSP7P211749,DR.JAISWAL DENTAL CARE CENTRE,NCT OF Delhi,NORTH DELHI,9811816700,SM,,Only CGHS,No
HOSP7P211759,GUPTA DENTAL CARE & ORTHODONTIC CENTRE,NCT OF Delhi,NEW DELHI,9873309899,SM,,Only CGHS,No
HOSP7P211764,Dentistry Futura & Implant Centre,NCT OF Delhi,SOUTH WEST DELHI,9350042832,SM,,Only CGHS,No
HOSP7P211767,EYE CARE,NCT OF Delhi,NORTH WEST DELHI,9310115745,SE,Private(For Profit),Only CGHS,No
HOSP7P211781,DENTEM GT DENTA CARE LLP,NCT OF Delhi,SOUTH WEST DELHI,9555934715,SM,,Only CGHS,No
HOSP7P211786,DENTAL XPERTS,NCT OF Delhi,NORTH WEST DELHI,8860700181,"OC, SM",Private(For Profit),Only CGHS,No
HOSP7P211792,NU DENTAL MAESTRO,NCT OF Delhi,SHAHDARA,8477967207,SM,Private(For Profit),Only CGHS,No
HOSP7P211795,Maximus Dental Centre,NCT OF Delhi,SOUTH DELHI,9350214951,SM,,Only CGHS,No
HOSP7P211798,Ace Multispeciality Dental Clinic,NCT OF Delhi,NORTH WEST DELHI,9419174466,SM,Private(For Profit),Only CGHS,No
HOSP7P211801,ethical dental,NCT OF Delhi,NORTH WEST DELHI,9818460494,SM,Private(For Profit),Only CGHS,No
HOSP7P211802,DEEP MEDICAL CENTER,NCT OF Delhi,NORTH EAST DELHI,9811634258,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211803,AGGARWAL SUPERSPECIALITY DENTAL CLINIC,NCT OF Delhi,SHAHDARA,9999187475,CP,,Only CGHS,No
HOSP7P211806,City Imaging and Clinical Labs LLP,NCT OF Delhi,SOUTH WEST DELHI,8800999404,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211810,Ganpati Dental Clinic ,NCT OF Delhi,NORTH WEST DELHI,9911922088,"OC, SM",,Only CGHS,No
HOSP7P211822,BEST O CARE DENTAL CLINIC,NCT OF Delhi,NORTH WEST DELHI,9220825822,SM,Private(For Profit),Only CGHS,No
HOSP7P211830,Devom Healthcare,NCT OF Delhi,NORTH WEST DELHI,9212411778,SM,,Only CGHS,No
HOSP7P211832,Vinayak Hospital ,NCT OF Delhi,NORTH WEST DELHI,9311082071,"BM, MC, MG, MO, MP, OC, SB, SE, SG, SN, SO, SP, SU",Private(Not For Profit),Only CGHS,No
HOSP7P211852,DELHI DENTAL & MEDICAL CENTRE,NCT OF Delhi,CENTRAL DELHI,9810294530,CP,Private(For Profit),Only CGHS,No
HOSP7P211860,Amoghs Dental World,NCT OF Delhi,WEST DELHI,9999900374,SM,,Only CGHS,No
HOSP7P211872,TULSI DENTAL AND IMPLAN CENTRE,NCT OF Delhi,NORTH WEST DELHI,9136175478,SM,Private(For Profit),Only CGHS,No
HOSP7P211873,THE DENTIST DENTAL CLINIC,NCT OF Delhi,SOUTH EAST DELHI,9999824676,SM,,Only CGHS,No
HOSP7P211879,AMVISION EYE AND CHILD CARE,NCT OF Delhi,EAST DELHI,9310103797,SE,Private(For Profit),Only CGHS,No
HOSP7P211886,Dr Budhirajas Multispeciality Dental Centre ,NCT OF Delhi,EAST DELHI,9810684487,SM,,Only CGHS,No
HOSP7P211887,Dr Ritesh Choudharys Yentl Dental Clinic,NCT OF Delhi,SOUTH EAST DELHI,9873668501,SM,,Only CGHS,No
HOSP7P211890,GUPTA MULTISPECIALITY DENTAL CLINIC,NCT OF Delhi,NORTH WEST DELHI,8800224920,SM,,Only CGHS,No
HOSP7P211893,MATA ROOP RANI MAGGO HOSPITAL,NCT OF Delhi,WEST DELHI,9354887216,"CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU",Private(For Profit),Only CGHS,Yes
HOSP7P211896,TRILOK DIAGNOSTICS AND HEALTHCARE PVT. LTD.,NCT OF Delhi,NORTH EAST DELHI,9818088920,OC,,Only CGHS,No
HOSP7P211910,MINIMAL ACCESS SMART SURGERY HOSPITALS PRIVATE LIMITED,NCT OF Delhi,SOUTH DELHI,8076604887,"CP, MG, MO, OC, SB, SG, SU",Private(For Profit),Only CGHS,Yes
HOSP7P211911,SHAKTI DENTAL AND IMPLANT CENTRE,NCT OF Delhi,NORTH WEST DELHI,9818218373,SM,,Only CGHS,No
HOSP7P211925,DR CHAUHANS BALAJI DENTAL CLINIC,NCT OF Delhi,NORTH WEST DELHI,9811567752,SM,,Only CGHS,No
HOSP7P211926,BHARDWAJ DENTAL SOLUTIONS,NCT OF Delhi,SOUTH WEST DELHI,9599054009,SM,,Only CGHS,No
HOSP7P211927,YASH DENTAL ORTHODONTIC AND AESTHETIC CENTRE,NCT OF Delhi,WEST DELHI,9899332726,SM,,Only CGHS,No
HOSP7P211928,TYAGI DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,9999084629,SM,,Only CGHS,No
HOSP7P211938,Dental Affairz,NCT OF Delhi,NEW DELHI,9910736963,SM,,Only CGHS,No
HOSP7P211958,DR BANSAL IMAGING AND PATHLAB PVT LTD,NCT OF Delhi,SHAHDARA,7827255321,-NA-,,Only CGHS,No
HOSP7P211961,FRIENDS X RAY CENTRE DIAGNOSTIC AND IMAGING,NCT OF Delhi,NORTH WEST DELHI,9810533520,-NA-,Private(For Profit),Only CGHS,No
HOSP7P211970,RAJMIT HEALTHCARE RHD MEDICAL PVT LTD,NCT OF Delhi,NORTH WEST DELHI,8595839599,-NA-,Private(For Profit),Only CGHS,No
HOSP7P212016,amayra dental clinic,NCT OF Delhi,CENTRAL DELHI,9811763843,SM,,Only CGHS,No
HOSP7P212022,Smile India Dental Clinic,NCT OF Delhi,EAST DELHI,8860418378,SM,,Only CGHS,No
HOSP7P212025,RAJA DENTAL CARE CENRE,NCT OF Delhi,EAST DELHI,9999097055,SM,,Only CGHS,No
HOSP7P212026,Pearl White Dental Clinic ,NCT OF Delhi,NORTH DELHI,9958598066,SM,,Only CGHS,No
HOSP7P212070,Dabas dantal clinic implant &Orthodontic Centre,NCT OF Delhi,SOUTH WEST DELHI,9811176568,SM,,Only CGHS,No
HOSP7P212156,Pearl White Dental Clinic,NCT OF Delhi,CENTRAL DELHI,9958598066,SM,,Only CGHS,No
HOSP7P212157,Pearl White Dental Clinic,NCT OF Delhi,SOUTH DELHI,8527109724,SM,,Only CGHS,No
HOSP7P27306,NKS HOSPITAL A UNIT OF BRAM HEALTH CARE PVT LTD,NCT OF Delhi,NEW DELHI,8595952710,"M1, M2, S8, M7, S7, S1, S16, S2, S3, S4, S5, S6, S9",Private(Not For Profit),PMJAY,No
HOSP98G111990,VALLABHBHAI PATEL CHEST INSTITUTE,NCT OF Delhi,NEW DELHI,9650853257,M1,GOI,PMJAY,No
HOSP98G112145,COMPOSITE HOSPITAL CRPF ,NCT OF Delhi,NEW DELHI,9717923612,"M1, M7, M2, M8, S1, S16, S2, S3, S4, S5",GOI,PMJAY,No
HOSP98G112786,NDMC Charak Palika Hospital,NCT OF Delhi,NEW DELHI,8595234392,"M1, M7, M2, S1, S2, S3, S5",GOI,PMJAY,No
HOSP99G90781,Northern Railway Central Hospital New Delhi,NCT OF Delhi,CENTRAL DELHI,9717630542,"M1, M7, M2, S1, S2, S3, S4, S5",GOI,PMJAY,No
HOSP99G90815,Northern Railway Divisional Hospital . Delhi ,NCT OF Delhi,NORTH DELHI,9717630548,"M1, M7, S16, S2, S3, S4, S5",GOI,PMJAY,No
HOSP99P100617,Metro Hospital & Cancer Institute,NCT OF Delhi,NEW DELHI,9891177257,"M4, M5, M6, S12, S13, S15",Private(For Profit),PMJAY,No
HOSP99P101168,RLKC HOSPITAL METRO HEART INSTITUTE,NCT OF Delhi,NEW DELHI,7217853125,"S12, S13, M1, M7, S7, M5, S1, S5, S8, S9",Private(For Profit),PMJAY,No
HOSP99P102062,CENTRE FOR SIGHT DWARKA,NCT OF Delhi,NEW DELHI,9958422442,S3,Private(For Profit),PMJAY,No
HOSP99P108397,Medanta The Medicity ,NCT OF Delhi,NEW DELHI,9810203086,"S12, S13",Private(For Profit),PMJAY,No
HOSP99P77967,Park Hospital A unit of Park Medi World Pvt Ltd ,NCT OF Delhi,NEW DELHI,6262929273,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9",Private(For Profit),PMJAY,No
HOSP99P84294,Hakim Abdul Hameed Centenary Hospital,NCT OF Delhi,SOUTH DELHI,7065085505,"M1, M7, S7, M2, M3, S1, S10, S11, S14, S16, S2, S3, S4, S5, S6, S8, S9",Private(Not For Profit),PMJAY,No
LAB18022021,JDAR PATHOLOGY LABORATORY,NCT OF Delhi,SOUTH WEST DELHI,9654092580,-NA-,,Only CAPF,No
LAB19022021,DR LALCHANDANI LABS LTD,NCT OF Delhi,SOUTH WEST DELHI,9953605505,-NA-,,Only CAPF,No
LAB7670129704,UNIPATH DIAGNOSTICS,NCT OF Delhi,SOUTH EAST DELHI,9911828229,-NA-,,Only CGHS,Yes
LAB7670130181,UNIPATH DIAGNOSTICS,NCT OF Delhi,SOUTH EAST DELHI,9911828229,-NA-,,Only CGHS,Yes
LAB7670130237,Hamdard Imaging Centre A unit Of Clearmedi Healthcare Pvt Ltd,NCT OF Delhi,SOUTH DELHI,9818840102,-NA-,,Only CGHS,Yes
LAB7670178498,AK HEALTH QUOTIENT INDIA PVT LTD,NCT OF Delhi,SOUTH EAST DELHI,9810396794,-NA-,,Only CGHS,No
LAB7670211236,Advanced Genomics Institute & Laboratory Medicine Pvt Ltd,NCT OF Delhi,SOUTH EAST DELHI,9818805777,-NA-,,Only CGHS,No
LAB7671211645,DR BANSAL IMAGING AND PATHLAB PVT LTD,NCT OF Delhi,SHAHDARA,7827255321,-NA-,,Only CGHS,No
LAB7671211793,DR. KAUSHIK PATH LABS,NCT OF Delhi,NORTH EAST DELHI,9899367123,-NA-,,Only CGHS,No
LAB777130128,SGD DIAGNOTIC CENTER,NCT OF Delhi,CENTRAL DELHI,8178935485,-NA-,,Only CGHS,No
LAB777130939,DR SETHS PATH LAB LLP,NCT OF Delhi,CENTRAL DELHI,9910666871,-NA-,,Only CGHS,Yes
LAB778128445,LIFE LINE DIAGNOSTICS,NCT OF Delhi,EAST DELHI,7827070929,-NA-,,Only CGHS,No
LAB778131038,PLATINUM IMAGING CENTRE,NCT OF Delhi,EAST DELHI,9891603919,-NA-,,Only CGHS,Yes
LAB778209870,HEALTHCHEK DIAGNOSTICS .... Unit of Plasma HealthChek Diagnostics Pvt Ltd.,NCT OF Delhi,EAST DELHI,9871168100,-NA-,,Only CGHS,No
LAB778211192,Zaina Diagnostic and Imaging Centre,NCT OF Delhi,EAST DELHI,9717678464,-NA-,,Only CGHS,No
LAB778211502,AHINSA JAIN DHARMARTH SANSTHAN,NCT OF Delhi,EAST DELHI,9354411800,-NA-,,Only CGHS,No
LAB778211847,APOLLO HEALTH AND LIFESTYLE LIMITED. APOLLO DIAGNOSTICS DELHI,NCT OF Delhi,EAST DELHI,9220228003,-NA-,,Only CGHS,No
LAB779211220,Sadhu Vaswani Mission Medical Centre,NCT OF Delhi,NEW DELHI,9818718764,-NA-,,Only CGHS,No
LAB779211379,AYUSHMAN DIAGNOSTIC & IMAGING CENTRE,NCT OF Delhi,SOUTH DELHI,9990939566,-NA-,,Only CGHS,Yes
LAB780209561,PUBLIC PATH LAB AND DIAGNOSTIC CENTRE,NCT OF Delhi,NORTH DELHI,9818829796,-NA-,,Only CGHS,No
LAB782128070,ROG NIDAN KENDRA,NCT OF Delhi,NORTH WEST DELHI,9711499463,-NA-,,Only CGHS,No
LAB782131126,DR.D.K.GULATIPATH LAB,NCT OF Delhi,NORTH WEST DELHI,9810223923,-NA-,,Only CGHS,No
LAB782211650,BEST DIAGNOSTICS PVT. LTD.,NCT OF Delhi,NEW DELHI,8448664527,-NA-,,Only CGHS,No
LAB782211768,Echo & Color Doppler Centre ,NCT OF Delhi,NORTH WEST DELHI,9560188488,-NA-,,Only CGHS,No
LAB782211800,Apollo Clinic A unit of RKM Enteprises,NCT OF Delhi,NORTH WEST DELHI,8287663284,-NA-,,Only CGHS,No
LAB783130170,SRL LIMITED,NCT OF Delhi,NEW DELHI,9818448043,-NA-,,Only CGHS,No
LAB783132915,METROPOLIS HEALTHCARE LIMITED,NCT OF Delhi,SOUTH DELHI,9821593751,-NA-,,Only CGHS,Yes
LAB783134130,SAWAN NEELU ANGELS DIAGNOSTIC CLINICAL LABORATORY,NCT OF Delhi,SOUTH DELHI,8586999745,-NA-,,Only CGHS,Yes
LAB783209920,VITRANA HEALTHCARE LLP,NCT OF Delhi,SOUTH DELHI,9810447743,-NA-,,Only CGHS,No
LAB783209951,ZIAGNOSIS The Diagnostic Lab,NCT OF Delhi,SOUTH DELHI,8882689488,-NA-,,Only CGHS,Yes
LAB783211108,MEDTECH DIAGNOSTICS,NCT OF Delhi,SOUTH DELHI,7827155385,-NA-,,Only CGHS,No
LAB783211533,DR KHANNAS PATHCARE PVT LTD,NCT OF Delhi,SOUTH DELHI,9899099820,-NA-,,Only CGHS,No
LAB783211605,DGChem Labs Pvt.Ltd.,NCT OF Delhi,SOUTH DELHI,9810650600,-NA-,,Only CGHS,No
LAB783211623,DR KHANNAS PATHCARE PVT LTD,NCT OF Delhi,SOUTH DELHI,9899099820,-NA-,,Only CGHS,No
LAB783211815,DPLUS DIAGNOCARE Unit of D Pauls Travel & Tours Limited,NCT OF Delhi,SOUTH DELHI,9212647114,-NA-,,Only CGHS,No
LAB783212047,TATA 1MG TECHNOLOGIES PRIVATE LIMITED,NCT OF Delhi,SOUTH DELHI,9810508182,-NA-,,Only CGHS,No
LAB784211249,sparkle diagnostics and imaging LLP,NCT OF Delhi,SOUTH DELHI,7065292584,-NA-,,Only CGHS,No
LAB784211469,PROTIME LABS,NCT OF Delhi,SOUTH WEST DELHI,8929070707,-NA-,,Only CGHS,No
LAB784211784,DRX LABS,NCT OF Delhi,SOUTH WEST DELHI,8750813065,-NA-,,Only CGHS,No
LAB785129816,janta x ray clinic pvt ltd,NCT OF Delhi,WEST DELHI,9650773529,-NA-,,Only CGHS,Yes
LAB785209919,VITRANA HEALTHCARE LLP,NCT OF Delhi,NORTH WEST DELHI,9810447743,-NA-,,Only CGHS,No
LAB785211540,ORBITMED DIAGNOSTICS LLP,NCT OF Delhi,WEST DELHI,9250027527,-NA-,,Only CGHS,Yes
LAB785211577,EDGE IMAGING & DIAGNOSTICS,NCT OF Delhi,WEST DELHI,9810447029,-NA-,,Only CGHS,No